"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://medimotive.de/assets/images/certificates/ai-and-other/bjoern-seiler-dgq-chatgpt-in-audits.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","173309","173309","173309","66,391","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,415","Tue, 02 Jun 2026 12:26:15 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/ai-and-other/bjoern-seiler-dgq-chatgpt-in-audits.jpg","2026-06-02 14:26:15"
"https://medimotive.de/assets/images/certificates/regulatory-affairs/bjoern-seiler-eu-mdr-technical-documentation.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","179473","179473","179473","68,753","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,429","Tue, 02 Jun 2026 12:26:15 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/regulatory-affairs/bjoern-seiler-eu-mdr-technical-documentation.jpg","2026-06-02 14:26:15"
"https://medimotive.de/assets/images/certificates/methods/bjoern-seiler-process-validation-medical-devices.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","188444","188444","188444","72,189","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,850","Tue, 02 Jun 2026 12:26:15 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/methods/bjoern-seiler-process-validation-medical-devices.jpg","2026-06-02 14:26:15"
"https://medimotive.de/assets/images/certificates/regulatory-affairs/bjoern-seiler-eu-mdr-prrc-article-15.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","157200","157200","157200","60,220","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,458","Tue, 02 Jun 2026 12:26:15 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/regulatory-affairs/bjoern-seiler-eu-mdr-prrc-article-15.jpg","2026-06-02 14:26:15"
"https://medimotive.de/assets/images/certificates/methods/bjoern-seiler-design-control.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","183511","183511","183511","70,300","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,351","Tue, 02 Jun 2026 12:26:16 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/methods/bjoern-seiler-design-control.jpg","2026-06-02 14:26:15"
"https://medimotive.de/assets/images/certificates/regulatory-affairs/bjoern-seiler-vda-product-safety-psb.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","141485","141485","141485","54,200","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,558","Tue, 02 Jun 2026 12:26:16 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/regulatory-affairs/bjoern-seiler-vda-product-safety-psb.jpg","2026-06-02 14:26:15"
"https://medimotive.de/assets/images/certificates/methods/bjoern-seiler-tuev-methods-certificate.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","249690","249690","249690","95,651","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,468","Tue, 02 Jun 2026 12:26:16 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/methods/bjoern-seiler-tuev-methods-certificate.jpg","2026-06-02 14:26:15"
"https://medimotive.de/assets/images/certificates/regulatory-affairs/bjoern-seiler-eu-mdr-udi.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","169239","169239","169239","64,832","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,429","Tue, 02 Jun 2026 12:26:16 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/regulatory-affairs/bjoern-seiler-eu-mdr-udi.jpg","2026-06-02 14:26:15"
"https://medimotive.de/assets/images/certificates/methods/bjoern-seiler-ppc.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","206385","206385","206385","79,062","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,473","Tue, 02 Jun 2026 12:26:16 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/methods/bjoern-seiler-ppc.jpg","2026-06-02 14:26:15"
"https://medimotive.de/assets/images/certificates/ai-and-other/bjoern-seiler-lsi-chinese-level-1.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","197925","197925","197925","75,821","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,421","Tue, 02 Jun 2026 12:26:16 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/ai-and-other/bjoern-seiler-lsi-chinese-level-1.jpg","2026-06-02 14:26:16"
"https://medimotive.de/assets/images/certificates/ai-and-other/bjoern-seiler-dgq-ai-tools-in-audits.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","173458","173458","173458","66,448","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,442","Tue, 02 Jun 2026 12:26:16 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/ai-and-other/bjoern-seiler-dgq-ai-tools-in-audits.jpg","2026-06-02 14:26:16"
"https://medimotive.de/assets/images/certificates/quality-management/bjoern-seiler-quality-management-representative.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","288779","288779","288779","110,626","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,508","Tue, 02 Jun 2026 12:26:16 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/quality-management/bjoern-seiler-quality-management-representative.jpg","2026-06-02 14:26:16"
"https://medimotive.de/assets/images/certificates/quality-management/bjoern-seiler-medidee-mp-advisor.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","216980","216980","216980","83,121","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,443","Tue, 02 Jun 2026 12:26:16 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/quality-management/bjoern-seiler-medidee-mp-advisor.jpg","2026-06-02 14:26:16"
"https://medimotive.de/assets/images/our-approach/approach-management.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","146475","146475","146475","56,112","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,427","Tue, 02 Jun 2026 12:26:16 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/our-approach/approach-management.png","2026-06-02 14:26:16"
"https://medimotive.de/assets/images/certificates/quality-management/bjoern-seiler-medical-device-quality-management.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","211077","211077","211077","80,860","","0","","","","","0,000","2","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,587","Tue, 02 Jun 2026 12:26:16 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/certificates/quality-management/bjoern-seiler-medical-device-quality-management.jpg","2026-06-02 14:26:16"
"https://medimotive.de/assets/images/our-approach/approach-production.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","212261","212261","212261","81,313","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,494","Tue, 02 Jun 2026 12:26:17 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/our-approach/approach-production.png","2026-06-02 14:26:16"
"https://medimotive.de/assets/images/our-approach/approach-supplier.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","199100","199100","199100","76,271","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,440","Tue, 02 Jun 2026 12:26:17 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/our-approach/approach-supplier.png","2026-06-02 14:26:16"
"https://medimotive.de/assets/our-approach-upgrade.css","text/css; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,195","Tue, 02 Jun 2026 02:18:37 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/our-approach-upgrade.css","2026-06-02 14:26:17"
"https://medimotive.de/assets/images/our-approach/approach-quality.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","154658","154658","154658","59,247","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,457","Tue, 02 Jun 2026 12:26:17 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/our-approach/approach-quality.png","2026-06-02 14:26:16"
"https://medimotive.de/assets/images/our-approach/approach-purchasing.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","181320","181320","181320","69,460","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,487","Tue, 02 Jun 2026 12:26:17 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/our-approach/approach-purchasing.png","2026-06-02 14:26:16"
"https://medimotive.de/assets/images/case_studies/case-01-recall-reversal-kitting-station.jpg","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,174","","","","","","1.1","","","","","","https://medimotive.de/assets/images/case_studies/case-01-recall-reversal-kitting-station.jpg","2026-06-02 14:26:17"
"https://medimotive.de/assets/images/our-approach/approach-engineering.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","233663","233663","233663","89,512","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,515","Tue, 02 Jun 2026 12:26:17 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/our-approach/approach-engineering.png","2026-06-02 14:26:16"
"https://medimotive.de/assets/images/case_studies/case-02-ramp-up-body-panels.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","49209","49209","49209","18,851","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,305","Tue, 02 Jun 2026 12:26:17 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/case_studies/case-02-ramp-up-body-panels.jpg","2026-06-02 14:26:17"
"https://medimotive.de/assets/images/work-journey/work-shop-floor-foundation.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","647804","647804","647804","248,161","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,123","Tue, 02 Jun 2026 02:20:00 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/work-journey/work-shop-floor-foundation.jpg","2026-06-02 14:26:17"
"https://medimotive.de/assets/images/work-journey/work-regulated-manufacturing.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","155231","155231","155231","59,466","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,491","Tue, 02 Jun 2026 12:26:17 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/work-journey/work-regulated-manufacturing.jpg","2026-06-02 14:26:17"
"https://medimotive.de/assets/images/bjoern-seiler-founder-portrait.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","54896","54896","54896","21,030","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,350","Tue, 02 Jun 2026 12:26:17 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/bjoern-seiler-founder-portrait.jpg","2026-06-02 14:26:17"
"https://medimotive.de/assets/contact-upgrade.css","text/css; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","896","896","896","0,343","","0","","","","","0,000","2","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,203","Tue, 02 Jun 2026 02:19:20 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/contact-upgrade.css","2026-06-02 14:26:17"
"https://medimotive.de/assets/images/work-journey/work-supplier-customer-bridge.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","332492","332492","332492","127,371","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,440","Tue, 02 Jun 2026 12:26:17 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/work-journey/work-supplier-customer-bridge.jpg","2026-06-02 14:26:17"
"https://medimotive.de/assets/images/about_page_img/about_hero_section_img.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3000217","3000217","3000217","1149,326","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,808","Tue, 02 Jun 2026 12:26:18 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/about_page_img/about_hero_section_img.png","2026-06-02 14:26:17"
"https://medimotive.de/case-coated-aluminum-parts.html","text/html; charset=utf-8","200","OK","Indexable","","Supplier Coating Failure Reversed — 75% Cost Reduction | MediMotive","67","624","How a field exposure near $1M was reversed through process redesign — 75% part-cost reduction, lead time from 12 weeks to 5 days, not more inspection.","150","951","","0","From near $1M field exposure to 75% lower part cost","51","How a specification gap and supplier masking became a $1M crisis","64","","0","","","","https://medimotive.de/case-coated-aluminum-parts.html","","","","","","18744","5447","5447","2,087","","581","94","6,181","67,473","Normal","25,530","2","0","","15","8","0","40,000","48","20","0","2","2","0","","","","","ed948f997f6420cba45c6e4ece27d6bc","0,451","Tue, 02 Jun 2026 12:26:18 GMT","","","","en","1.1","","","","","","https://medimotive.de/case-coated-aluminum-parts.html","2026-06-02 14:26:17"
"https://medimotive.de/assets/images/service_page_img/expertise4_early_phase_risk_control.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1581763","1581763","1581763","605,943","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,464","Tue, 02 Jun 2026 12:26:18 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/service_page_img/expertise4_early_phase_risk_control.png","2026-06-02 14:26:17"
"https://medimotive.de/assets/images/service_page_img/expertise1_rapid_troubleshooting.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1415939","1415939","1415939","542,419","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,435","Tue, 02 Jun 2026 12:26:18 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/service_page_img/expertise1_rapid_troubleshooting.png","2026-06-02 14:26:18"
"https://medimotive.de/case-production-ramp-up.html","text/html; charset=utf-8","200","OK","Indexable","","Case 02 · Ramp-Up Stability | MediMotive Case Studies","53","488","How production scaled from 100 units per year to 1,500 per month in 12 months — 18,000% demand increase, unchanged exterior, full regulatory compliance, zero quality failures on first shipment.","193","1205","","0","From 100 units per year to 1,500 per month","42","From 100 units per year to 1,500 per month","42","","0","","","","https://medimotive.de/case-production-ramp-up.html","","","","","","18121","5220","5220","2,000","","504","85","5,929","62,502","Normal","24,113","2","0","","8","6","0","30,000","48","20","0","2","2","0","","","","","50978909d686713fc7876586524b006d","0,332","Tue, 02 Jun 2026 12:26:18 GMT","","","","en","1.1","","","","","","https://medimotive.de/case-production-ramp-up.html","2026-06-02 14:26:18"
"https://medimotive.de/assets/images/service_page_img/ishikawa_brainstorming.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","2510284","2510284","2510284","961,642","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,717","Tue, 02 Jun 2026 12:26:18 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/service_page_img/ishikawa_brainstorming.png","2026-06-02 14:26:18"
"https://medimotive.de/assets/images/service_page_img/expertise6_knowledge_gap_security.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1331672","1331672","1331672","510,138","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,547","Tue, 02 Jun 2026 12:26:18 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/service_page_img/expertise6_knowledge_gap_security.png","2026-06-02 14:26:18"
"https://medimotive.de/assets/images/service_page_img/expertise3_ramp-up_process_stability.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1053088","1053088","1053088","403,418","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,585","Tue, 02 Jun 2026 12:26:18 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/service_page_img/expertise3_ramp-up_process_stability.png","2026-06-02 14:26:18"
"https://medimotive.de/assets/images/service_page_img/expertise5_QMS_audit_RS.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1741162","1741162","1741162","667,006","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,276","Tue, 02 Jun 2026 12:26:19 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/service_page_img/expertise5_QMS_audit_RS.png","2026-06-02 14:26:18"
"https://medimotive.de/assets/images/service_page_img/expertise2_supplier_quality_complaint_management.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","2748466","2748466","2748466","1052,885","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,631","Tue, 02 Jun 2026 12:26:19 GMT","","","","","1.1","","","","","","https://medimotive.de/assets/images/service_page_img/expertise2_supplier_quality_complaint_management.png","2026-06-02 14:26:18"
